"Date","MasterCard_Forecast","Visa_Forecast"
3642,1827.91931039074,243.0408995149
3643,1831.49362084896,243.102547090873
3644,1835.06793130718,243.164194666804
3645,1838.6422417654,243.225842242819
3646,1842.21655222362,243.28748981876
3647,1845.79086268184,243.349137394787
3648,1849.36517314006,243.410784970761
3649,1852.93948359828,243.472432546781
3650,1856.5137940565,243.534080122796
3651,1860.08810451472,243.595727698804
3652,1863.66241497294,243.657375274854
3653,1867.23672543117,243.719022850862
3654,1870.81103588939,243.780670426928
3655,1874.38534634761,243.842318002951
3656,1877.95965680583,243.903965579018
3657,1881.53396726405,243.965613155067
3658,1885.10827772227,244.027260731127
3659,1888.68258818049,244.088908307201
3660,1892.25689863871,244.150555883257
3661,1895.83120909693,244.212203459348
3662,1899.40551955515,244.273851035409
3663,1902.97983001337,244.335498611505
3664,1906.55414047159,244.397146187581
3665,1910.12845092981,244.458793763674
3666,1913.70276138803,244.520441339767
3667,1917.27707184626,244.582088915856
3668,1920.85138230448,244.643736491963
3669,1924.4256927627,244.705384068053
3670,1928.00000322092,244.767031644167
3671,1931.57431367914,244.828679220264
3672,1935.14862413736,244.890326796378
3673,1938.72293459558,244.951974372485
3674,1942.2972450538,245.013621948597
3675,1945.87155551202,245.075269524715
3676,1949.44586597024,245.136917100826
3677,1953.02017642846,245.198564676951
3678,1956.59448688668,245.260212253064
3679,1960.1687973449,245.321859829191
3680,1963.74310780312,245.38350740531
3681,1967.31741826134,245.445154981437
3682,1970.89172871957,245.506802557563
3683,1974.46603917779,245.568450133688
3684,1978.04034963601,245.630097709821
3685,1981.61466009423,245.691745285946
3686,1985.18897055245,245.753392862081
3687,1988.76328101067,245.81504043821
3688,1992.33759146889,245.876688014345
3689,1995.91190192711,245.938335590478
3690,1999.48621238533,245.999983166613
3691,2003.06052284355,246.06163074275
3692,2006.63483330177,246.123278318884
3693,2010.20914375999,246.184925895025
3694,2013.78345421821,246.24657347116
3695,2017.35776467643,246.308221047302
3696,2020.93207513465,246.36986862344
3697,2024.50638559288,246.431516199581
3698,2028.0806960511,246.493163775722
3699,2031.65500650932,246.554811351862
3700,2035.22931696754,246.616458928006
3701,2038.80362742576,246.678106504147
3702,2042.37793788398,246.739754080292
3703,2045.9522483422,246.801401656434
3704,2049.52655880042,246.863049232579
3705,2053.10086925864,246.924696808723
3706,2056.67517971686,246.986344384868
3707,2060.24949017508,247.047991961014
3708,2063.8238006333,247.109639537158
3709,2067.39811109152,247.171287113305
3710,2070.97242154974,247.232934689451
3711,2074.54673200797,247.294582265598
3712,2078.12104246619,247.356229841745
3713,2081.69535292441,247.417877417892
3714,2085.26966338263,247.47952499404
3715,2088.84397384085,247.541172570187
3716,2092.41828429907,247.602820146336
3717,2095.99259475729,247.664467722483
3718,2099.56690521551,247.726115298632
3719,2103.14121567373,247.78776287478
3720,2106.71552613195,247.84941045093
3721,2110.28983659017,247.911058027078
3722,2113.86414704839,247.972705603228
3723,2117.43845750661,248.034353179377
3724,2121.01276796483,248.096000755526
3725,2124.58707842305,248.157648331677
3726,2128.16138888128,248.219295907826
3727,2131.7356993395,248.280943483976
3728,2135.31000979772,248.342591060126
3729,2138.88432025594,248.404238636277
3730,2142.45863071416,248.465886212427
3731,2146.03294117238,248.527533788577
3732,2149.6072516306,248.589181364728
3733,2153.18156208882,248.650828940879
3734,2156.75587254704,248.71247651703
3735,2160.33018300526,248.77412409318
3736,2163.90449346348,248.835771669331
3737,2167.4788039217,248.897419245482
3738,2171.05311437992,248.959066821634
3739,2174.62742483814,249.020714397785
3740,2178.20173529636,249.082361973936
3741,2181.77604575459,249.144009550088
3742,2185.35035621281,249.205657126239
3743,2188.92466667103,249.26730470239
3744,2192.49897712925,249.328952278542
3745,2196.07328758747,249.390599854693
3746,2199.64759804569,249.452247430845
3747,2203.22190850391,249.513895006997
3748,2206.79621896213,249.575542583149
3749,2210.37052942035,249.6371901593
3750,2213.94483987857,249.698837735452
3751,2217.51915033679,249.760485311604
3752,2221.09346079501,249.822132887756
3753,2224.66777125323,249.883780463908
3754,2228.24208171145,249.94542804006
3755,2231.81639216968,250.007075616212
3756,2235.3907026279,250.068723192364
3757,2238.96501308612,250.130370768516
3758,2242.53932354434,250.192018344668
3759,2246.11363400256,250.25366592082
3760,2249.68794446078,250.315313496972
3761,2253.262254919,250.376961073124
3762,2256.83656537722,250.438608649277
3763,2260.41087583544,250.500256225429
3764,2263.98518629366,250.561903801581
3765,2267.55949675188,250.623551377733
3766,2271.1338072101,250.685198953886
3767,2274.70811766832,250.746846530038
3768,2278.28242812654,250.80849410619
3769,2281.85673858476,250.870141682343
3770,2285.43104904299,250.931789258495
3771,2289.00535950121,250.993436834647
3772,2292.57966995943,251.0550844108
3773,2296.15398041765,251.116731986952
3774,2299.72829087587,251.178379563104
3775,2303.30260133409,251.240027139257
3776,2306.87691179231,251.301674715409
3777,2310.45122225053,251.363322291562
3778,2314.02553270875,251.424969867714
3779,2317.59984316697,251.486617443866
3780,2321.17415362519,251.548265020019
3781,2324.74846408341,251.609912596171
3782,2328.32277454163,251.671560172324
3783,2331.89708499985,251.733207748476
3784,2335.47139545807,251.794855324629
3785,2339.0457059163,251.856502900781
3786,2342.62001637452,251.918150476934
3787,2346.19432683274,251.979798053086
3788,2349.76863729096,252.041445629239
3789,2353.34294774918,252.103093205391
3790,2356.9172582074,252.164740781544
3791,2360.49156866562,252.226388357696
3792,2364.06587912384,252.288035933849
3793,2367.64018958206,252.349683510001
3794,2371.21450004028,252.411331086154
3795,2374.7888104985,252.472978662307
3796,2378.36312095672,252.534626238459
3797,2381.93743141494,252.596273814612
3798,2385.51174187316,252.657921390764
3799,2389.08605233138,252.719568966917
3800,2392.66036278961,252.781216543069
3801,2396.23467324783,252.842864119222
3802,2399.80898370605,252.904511695374
3803,2403.38329416427,252.966159271527
3804,2406.95760462249,253.02780684768
3805,2410.53191508071,253.089454423832
3806,2414.10622553893,253.151101999985
3807,2417.68053599715,253.212749576137
3808,2421.25484645537,253.27439715229
3809,2424.82915691359,253.336044728443
3810,2428.40346737181,253.397692304595
3811,2431.97777783003,253.459339880748
3812,2435.55208828825,253.5209874569
3813,2439.12639874647,253.582635033053
3814,2442.7007092047,253.644282609206
3815,2446.27501966292,253.705930185358
3816,2449.84933012114,253.767577761511
3817,2453.42364057936,253.829225337663
3818,2456.99795103758,253.890872913816
3819,2460.5722614958,253.952520489969
3820,2464.14657195402,254.014168066121
3821,2467.72088241224,254.075815642274
3822,2471.29519287046,254.137463218426
3823,2474.86950332868,254.199110794579
3824,2478.4438137869,254.260758370732
3825,2482.01812424512,254.322405946884
3826,2485.59243470334,254.384053523037
3827,2489.16674516156,254.445701099189
3828,2492.74105561978,254.507348675342
3829,2496.31536607801,254.568996251495
3830,2499.88967653623,254.630643827647
3831,2503.46398699445,254.6922914038
3832,2507.03829745267,254.753938979952
3833,2510.61260791089,254.815586556105
3834,2514.18691836911,254.877234132258
3835,2517.76122882733,254.93888170841
3836,2521.33553928555,255.000529284563
3837,2524.90984974377,255.062176860716
3838,2528.48416020199,255.123824436868
3839,2532.05847066021,255.185472013021
3840,2535.63278111843,255.247119589173
3841,2539.20709157665,255.308767165326
3842,2542.78140203487,255.370414741479
3843,2546.35571249309,255.432062317631
3844,2549.93002295132,255.493709893784
3845,2553.50433340954,255.555357469936
3846,2557.07864386776,255.617005046089
3847,2560.65295432598,255.678652622242
3848,2564.2272647842,255.740300198394
3849,2567.80157524242,255.801947774547
3850,2571.37588570064,255.8635953507
3851,2574.95019615886,255.925242926852
3852,2578.52450661708,255.986890503005
3853,2582.0988170753,256.048538079157
3854,2585.67312753352,256.11018565531
3855,2589.24743799174,256.171833231463
3856,2592.82174844996,256.233480807615
3857,2596.39605890818,256.295128383768
3858,2599.97036936641,256.356775959921
3859,2603.54467982463,256.418423536073
3860,2607.11899028285,256.480071112226
3861,2610.69330074107,256.541718688378
3862,2614.26761119929,256.603366264531
3863,2617.84192165751,256.665013840684
3864,2621.41623211573,256.726661416836
3865,2624.99054257395,256.788308992989
3866,2628.56485303217,256.849956569142
3867,2632.13916349039,256.911604145294
3868,2635.71347394861,256.973251721447
3869,2639.28778440683,257.034899297599
3870,2642.86209486505,257.096546873752
3871,2646.43640532327,257.158194449905
3872,2650.01071578149,257.219842026057
3873,2653.58502623972,257.28148960221
3874,2657.15933669794,257.343137178363
3875,2660.73364715616,257.404784754515
3876,2664.30795761438,257.466432330668
3877,2667.8822680726,257.52807990682
3878,2671.45657853082,257.589727482973
3879,2675.03088898904,257.651375059126
3880,2678.60519944726,257.713022635278
3881,2682.17950990548,257.774670211431
3882,2685.7538203637,257.836317787584
3883,2689.32813082192,257.897965363736
3884,2692.90244128014,257.959612939889
3885,2696.47675173836,258.021260516041
3886,2700.05106219658,258.082908092194
3887,2703.6253726548,258.144555668347
3888,2707.19968311303,258.206203244499
3889,2710.77399357125,258.267850820652
3890,2714.34830402947,258.329498396805
3891,2717.92261448769,258.391145972957
3892,2721.49692494591,258.45279354911
3893,2725.07123540413,258.514441125262
3894,2728.64554586235,258.576088701415
3895,2732.21985632057,258.637736277568
3896,2735.79416677879,258.69938385372
3897,2739.36847723701,258.761031429873
3898,2742.94278769523,258.822679006026
3899,2746.51709815345,258.884326582178
3900,2750.09140861167,258.945974158331
3901,2753.66571906989,259.007621734483
3902,2757.24002952811,259.069269310636
3903,2760.81433998634,259.130916886789
3904,2764.38865044456,259.192564462941
3905,2767.96296090278,259.254212039094
3906,2771.537271361,259.315859615247
3907,2775.11158181922,259.377507191399
3908,2778.68589227744,259.439154767552
3909,2782.26020273566,259.500802343704
3910,2785.83451319388,259.562449919857
3911,2789.4088236521,259.62409749601
3912,2792.98313411032,259.685745072162
3913,2796.55744456854,259.747392648315
3914,2800.13175502676,259.809040224468
3915,2803.70606548498,259.87068780062
3916,2807.2803759432,259.932335376773
3917,2810.85468640143,259.993982952925
3918,2814.42899685965,260.055630529078
3919,2818.00330731787,260.117278105231
3920,2821.57761777609,260.178925681383
3921,2825.15192823431,260.240573257536
3922,2828.72623869253,260.302220833689
3923,2832.30054915075,260.363868409841
3924,2835.87485960897,260.425515985994
3925,2839.44917006719,260.487163562147
3926,2843.02348052541,260.548811138299
3927,2846.59779098363,260.610458714452
3928,2850.17210144185,260.672106290604
3929,2853.74641190007,260.733753866757
3930,2857.32072235829,260.79540144291
3931,2860.89503281651,260.857049019062
3932,2864.46934327474,260.918696595215
3933,2868.04365373296,260.980344171368
3934,2871.61796419118,261.04199174752
3935,2875.1922746494,261.103639323673
3936,2878.76658510762,261.165286899825
3937,2882.34089556584,261.226934475978
3938,2885.91520602406,261.288582052131
3939,2889.48951648228,261.350229628283
3940,2893.0638269405,261.411877204436
3941,2896.63813739872,261.473524780589
3942,2900.21244785694,261.535172356741
3943,2903.78675831516,261.596819932894
3944,2907.36106877338,261.658467509046
3945,2910.9353792316,261.720115085199
3946,2914.50968968982,261.781762661352
3947,2918.08400014805,261.843410237504
3948,2921.65831060627,261.905057813657
3949,2925.23262106449,261.96670538981
3950,2928.80693152271,262.028352965962
3951,2932.38124198093,262.090000542115
3952,2935.95555243915,262.151648118267
3953,2939.52986289737,262.21329569442
3954,2943.10417335559,262.274943270573
3955,2946.67848381381,262.336590846725
3956,2950.25279427203,262.398238422878
3957,2953.82710473025,262.459885999031
3958,2957.40141518847,262.521533575183
3959,2960.97572564669,262.583181151336
3960,2964.55003610491,262.644828727488
3961,2968.12434656314,262.706476303641
3962,2971.69865702136,262.768123879794
3963,2975.27296747958,262.829771455946
3964,2978.8472779378,262.891419032099
3965,2982.42158839602,262.953066608252
3966,2985.99589885424,263.014714184404
3967,2989.57020931246,263.076361760557
3968,2993.14451977068,263.138009336709
3969,2996.7188302289,263.199656912862
3970,3000.29314068712,263.261304489015
3971,3003.86745114534,263.322952065167
3972,3007.44176160356,263.38459964132
3973,3011.01607206178,263.446247217473
3974,3014.59038252,263.507894793625
3975,3018.16469297822,263.569542369778
3976,3021.73900343645,263.63118994593
3977,3025.31331389467,263.692837522083
3978,3028.88762435289,263.754485098236
3979,3032.46193481111,263.816132674388
3980,3036.03624526933,263.877780250541
3981,3039.61055572755,263.939427826694
3982,3043.18486618577,264.001075402846
3983,3046.75917664399,264.062722978999
3984,3050.33348710221,264.124370555151
3985,3053.90779756043,264.186018131304
3986,3057.48210801865,264.247665707457
3987,3061.05641847687,264.309313283609
3988,3064.63072893509,264.370960859762
3989,3068.20503939331,264.432608435915
3990,3071.77934985153,264.494256012067
3991,3075.35366030976,264.55590358822
3992,3078.92797076798,264.617551164372
3993,3082.5022812262,264.679198740525
3994,3086.07659168442,264.740846316678
3995,3089.65090214264,264.80249389283
3996,3093.22521260086,264.864141468983
3997,3096.79952305908,264.925789045136
3998,3100.3738335173,264.987436621288
3999,3103.94814397552,265.049084197441
4000,3107.52245443374,265.110731773593
4001,3111.09676489196,265.172379349746
4002,3114.67107535018,265.234026925899
4003,3118.2453858084,265.295674502051
4004,3121.81969626662,265.357322078204
4005,3125.39400672484,265.418969654357
4006,3128.96831718307,265.480617230509
4007,3132.54262764129,265.542264806662
4008,3136.11693809951,265.603912382814
4009,3139.69124855773,265.665559958967
4010,3143.26555901595,265.72720753512
4011,3146.83986947417,265.788855111272
4012,3150.41417993239,265.850502687425
4013,3153.98849039061,265.912150263578
4014,3157.56280084883,265.97379783973
4015,3161.13711130705,266.035445415883
4016,3164.71142176527,266.097092992035
4017,3168.28573222349,266.158740568188
4018,3171.86004268171,266.220388144341
4019,3175.43435313993,266.282035720493
4020,3179.00866359816,266.343683296646
4021,3182.58297405638,266.405330872799
4022,3186.1572845146,266.466978448951
4023,3189.73159497282,266.528626025104
4024,3193.30590543104,266.590273601257
4025,3196.88021588926,266.651921177409
4026,3200.45452634748,266.713568753562
4027,3204.0288368057,266.775216329714
4028,3207.60314726392,266.836863905867
4029,3211.17745772214,266.89851148202
4030,3214.75176818036,266.960159058172
4031,3218.32607863858,267.021806634325
4032,3221.9003890968,267.083454210477
4033,3225.47469955502,267.14510178663
4034,3229.04901001324,267.206749362783
4035,3232.62332047147,267.268396938935
4036,3236.19763092969,267.330044515088
4037,3239.77194138791,267.391692091241
4038,3243.34625184613,267.453339667393
4039,3246.92056230435,267.514987243546
4040,3250.49487276257,267.576634819699
4041,3254.06918322079,267.638282395851
4042,3257.64349367901,267.699929972004
4043,3261.21780413723,267.761577548156
4044,3264.79211459545,267.823225124309
4045,3268.36642505367,267.884872700462
4046,3271.94073551189,267.946520276614
4047,3275.51504597011,268.008167852767
